Mock_1,Mock_2,Mock_3,dCC_MeCP2_1,dCC_MeCP2_2,dCC_MeCP2_3,dCC_scramble_1,dCC_scramble_2,dCC_scramble_3
632.833166,584.4335837,671.0538335,511.5842052,589.6232536,580.2160963,480.0763255,561.0082315,467.5372828
452.02369,391.2526083,394.6665532,380.033981,506.3558476,480.6997062,400.0636046,350.7365575,338.5258913
294.3666469,234.751565,296.9051134,199.4134351,331.5693106,326.9824249,295.2850415,218.7846973,170.2950368
3.307490415,1.222664401,1.206931355,0,0,3.554156792,0.952532392,0,1.032091132
334.0565319,309.3340935,331.9061227,257.8802014,427.5893824,310.9887193,244.8008247,283.4836739,219.8354111
1719.895016,1701.948846,1676.427653,1582.778888,1447.052489,1419.885639,1317.352298,1438.700928,1778.29302
381.4638945,388.8072795,422.4259744,347.6684496,389.331385,413.1707271,387.6806835,406.9225109,394.2588124
0,0,0,0,0,0,0,0,0
81.58476356,52.57456924,70.00201861,77.25965548,73.5153675,74.63729264,47.6266196,38.30860458,45.41200981
7.717477634,6.113322005,14.48317626,11.48454338,9.001881735,13.32808797,15.24051827,10.21562789,19.60973151
1619.567806,1445.189322,1486.93943,1329.074884,1331.52834,1408.334629,1411.653005,1345.908974,1305.595282
28.66491693,19.56263042,10.8623822,14.61669158,23.25486115,19.54786236,13.33545349,25.53906972,6.192546792
132.2996166,147.9423925,165.3495957,105.4489892,168.7852825,123.5069485,99.06336876,122.5875347,131.0755738
0,0,0,0,0,0,0,0,0
1541.290533,1252.008347,1316.762109,1289.401007,1280.517677,1315.926552,1323.067492,1271.845672,1343.782654
675.8305414,677.3560782,598.6379522,631.649886,607.6270171,614.8691251,602.0004717,562.7108362,473.7298296
873.1774695,775.1692303,936.5787317,704.7333439,809.4191993,844.1122382,743.9277981,667.421022,731.7526126
115.7621645,59.91055565,97.76143978,87.70014946,99.02069909,87.96538061,46.6740872,74.91460451,43.34782754
1792.659805,1644.483619,1828.501003,1921.050893,1389.290414,1470.532373,1388.792227,1165.432882,1217.867536
28.66491693,42.79325404,44.65646015,20.88098797,22.50470434,14.21662717,24.76584219,29.79558134,37.15528075
0,0,3.620794066,0,0,0,0,0,0
4.40998722,0,1.206931355,0,0,0.888539198,0,0,0
0,0,0,1.044049398,0.750156811,2.665617594,4.76266196,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0.750156811,0,0,0,0
2.20499361,0,0,0,0,0,0,0,0
124.582139,108.8171317,77.24360674,113.8013844,117.0244626,115.5100958,139.0697292,84.27893008,86.69565509
0,0,0,0,0,0,0,0,0
3.307490415,0,1.206931355,0,0.750156811,2.665617594,3.810129568,4.25651162,0
1223.771453,1185.984469,1041.58176,1237.198537,1023.213891,1168.429045,1008.731803,1099.0313,1139.42861
0,2.445328802,6.034656776,0,0.750156811,2.665617594,2.857597176,0,4.128364528
2684.57972,2647.068428,2614.213316,2994.333674,2285.727804,2726.03826,2628.036869,2712.249204,2942.491817
246.9592843,330.1193883,324.6645346,313.2148195,224.2968866,287.8867002,253.3736163,266.4576274,292.0817903
0,0,0,0,3.000627245,1.777078396,0,0,0
0,0,0,0,0.750156811,0,2.857597176,0,0
1.102496805,3.667993203,1.206931355,1.044049398,0.750156811,0,1.905064784,5.959116268,0
0,0,0,0,0,0,0,0,0
1703.357564,1901.243144,1940.745619,2019.191536,1647.344358,1857.935463,1676.45701,1711.117671,1775.196747
0,6.113322005,8.448519487,0,0.750156811,0.888539198,6.667726743,0,5.16045566
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,1.222664401,0,0,3.000627245,0.888539198,0,0,0
0,1.222664401,2.413862711,2.088098797,2.250470434,0.888539198,6.667726743,2.553906972,0
0,0,0,0,0,0,0,0,0
1102.496805,975.686192,1066.927318,1180.81987,1053.220163,1127.556242,956.3425215,1059.020091,1139.42861
2.20499361,0,1.206931355,0,1.500313623,1.777078396,8.572791527,0,0
0,0,0,0,0,0,3.810129568,0,0
103.6346997,129.6024265,121.9000669,134.6823724,132.0275988,87.96538061,121.9241462,147.2753021,135.2039383
0,0,0,4.176197593,0.750156811,0,0,0,1.032091132
1.102496805,4.890657604,0,0,0.750156811,0,0,0.851302324,2.064182264
11.02496805,11.00397961,14.48317626,2.088098797,6.751411301,7.108313585,0.952532392,5.959116268,4.128364528
0,0,0,0,0,0,0,0,0
25.35742651,29.34394562,22.93169575,41.76197593,42.00878143,32.87595033,48.57915199,14.47213951,23.73809604
27.56242012,26.89861682,19.31090168,21.92503737,18.00376347,30.21033273,20.00318023,19.57995345,34.05900736
0,0,0,0,0,0,0,0,0
153.2470559,133.2704197,131.5555177,155.5633604,155.2824599,133.2808797,158.1203771,147.2753021,175.4554924
1.102496805,0,0,0,4.500940868,1.777078396,0,0,3.096273396
185.2194632,221.3022566,217.247644,197.3253363,165.0344985,226.5774955,214.3197882,186.435209,202.2898619
0,0,0,2.088098797,2.250470434,0,1.905064784,0,0
3793.691506,3526.164133,3694.416879,3925.625738,3648.012573,3872.253825,3815.844762,3480.123901,3702.11089
3.307490415,6.113322005,6.034656776,10.44049398,10.50219536,21.32494075,24.76584219,11.06693021,14.44927585
912.8673545,1078.390002,953.4757707,1187.084166,975.9540114,1106.231302,910.6209667,886.2057193,793.6780805
1560.032979,1736.183449,1683.669241,1762.355384,1511.565975,1782.409631,1601.206951,1577.463206,1570.842703
6.61498083,11.00397961,12.06931355,16.70479037,2.250470434,15.99370557,7.620259135,5.959116268,8.256729056
1168.646613,1101.620625,1215.379875,1199.612759,1086.97722,1053.807489,1197.333217,1036.886231,1046.540408
1.102496805,0,8.448519487,1.044049398,6.00125449,0.888539198,6.667726743,5.959116268,10.32091132
0,0,0,0,0,0,0,0,0
0,2.445328802,0,3.132148195,1.500313623,0,0,0,0
1.102496805,3.667993203,9.655450842,5.220246992,1.500313623,3.554156792,5.715194352,3.405209296,3.096273396
300.9816277,337.4553747,380.1833769,438.5007473,300.0627245,313.6543369,296.2375739,270.714139,349.8788937
0,0,0,0,0,0,1.905064784,0,0
85.99475078,112.4851249,112.244616,88.74419886,101.2711695,97.73931179,102.8734983,81.7250231,79.47101716
331.8515383,310.5567579,306.5605642,362.2851412,313.5655471,373.1864632,338.1489991,320.9409762,390.1304479
0,0,0,0,0,0,0,0,0
1632.797768,1401.173404,1477.283979,1577.558641,1587.331813,1474.975069,1400.222616,1592.786648,1527.494875
561.1708737,641.8988105,568.4646683,552.3021317,635.3828191,544.6745284,666.7726743,562.7108362,620.2867703
14.33245846,6.113322005,20.51783304,2.088098797,10.50219536,9.773931179,25.71837458,17.8773488,10.32091132
3.307490415,6.113322005,12.06931355,5.220246992,18.75392028,13.32808797,8.572791527,12.76953486,2.064182264
5.512484025,9.781315208,12.06931355,7.308345788,14.25297941,15.99370557,1.905064784,16.17474416,12.38509358
0,0,0,0,0,0,0,0,0
6164.059636,7508.382087,6082.934031,6542.01353,5267.601129,6034.069694,6693.445118,7898.382962,7841.828421
6.61498083,1.222664401,3.620794066,6.26429639,13.5028226,2.665617594,32.38610133,11.91823254,14.44927585
0,0,0,4.176197593,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
25.35742651,18.33996602,12.06931355,35.49767954,23.25486115,13.32808797,7.620259135,17.02604648,22.7060049
5.512484025,28.12128122,6.034656776,8.352395187,7.501568113,7.108313585,4.76266196,10.21562789,9.288820188
6.61498083,6.113322005,10.8623822,9.396444585,15.00313623,15.99370557,7.620259135,11.06693021,5.16045566
0,0,0,0,0,0,0,0,0
6.61498083,1.222664401,0,1.044049398,4.500940868,0.888539198,7.620259135,0.851302324,3.096273396
317.5190798,240.864887,294.4912507,394.6506726,327.0683697,307.4345625,344.8167259,339.6696273,299.3064283
3.307490415,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
2.20499361,3.667993203,2.413862711,1.044049398,6.00125449,18.65932316,2.857597176,12.76953486,7.224637924
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
3.307490415,2.445328802,3.620794066,3.132148195,3.000627245,3.554156792,0,7.661720916,6.192546792
4.40998722,1.222664401,4.827725421,3.132148195,6.751411301,5.331235188,2.857597176,5.107813944,5.16045566
1211.643989,1305.80558,1192.448179,1421.995281,1286.518931,1140.88433,1044.928034,1143.299021,1308.691555
1690.127602,1798.539334,1794.706925,1680.919531,1589.582283,1573.60292,1526.909424,1611.515299,1824.737121
153.2470559,244.5328802,210.0060558,202.5455833,182.2881051,176.8193004,229.5603065,154.937023,190.9368594
85.99475078,48.90657604,42.24259744,77.25965548,81.76709243,77.30291023,82.8703181,63.8476743,67.08592358
0,0,0,0,6.00125449,2.665617594,1.905064784,0.851302324,3.096273396
59.53482747,55.01989805,55.51884234,48.02627232,54.01129041,18.65932316,60.00954069,25.53906972,61.92546792
0,0,0,0,0,0,0,0.851302324,0
0,0,0,0,0,0,0.952532392,0,0
34.17740095,25.67595242,31.38021524,34.45363015,10.50219536,18.65932316,21.90824501,26.39037204,27.86646056
9.922471244,6.113322005,1.206931355,4.176197593,0.750156811,12.43954877,3.810129568,8.51302324,2.064182264
777.2602475,916.9983008,776.0568615,955.3051995,787.6646518,836.1153854,796.3170797,791.7111613,842.1863637
70.55979551,114.9304537,141.2109686,140.9466688,110.2730513,124.3954877,75.25005896,97.89976726,108.3695689
0,0,0,0,0,0,0,0,0
1325.20116,1225.10973,1298.658138,1224.669944,1150.740548,1263.50274,1228.766786,1111.800835,1084.72778
0,0,7.241588132,0,2.250470434,0.888539198,1.905064784,1.702604648,5.16045566
675.8305414,861.9784027,831.5757038,823.7549753,696.8956777,701.0574273,717.2568911,788.305952,930.946201
0,0,1.206931355,0,0,3.554156792,0.952532392,0,2.064182264
0,0,0,2.088098797,1.500313623,3.554156792,1.905064784,0,0
262.3942396,205.4076194,259.4902414,244.3075592,285.0595883,305.6574841,268.6141345,298.8071157,276.6004234
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
385.8738817,402.2565879,392.2526905,465.6460317,355.5743285,349.1959048,386.7281511,337.9670226,428.3178198
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
5.512484025,9.781315208,0,1.044049398,0,4.44269599,0.952532392,0,0
0,0,8.448519487,5.220246992,4.500940868,5.331235188,0,0,0
2.20499361,3.667993203,0,3.132148195,2.250470434,1.777078396,1.905064784,2.553906972,0
0,3.667993203,1.206931355,0,4.500940868,0.888539198,6.667726743,6.810418592,3.096273396
0,0,0,0,0,0,0,0,1.032091132
28.66491693,39.12526083,15.69010762,35.49767954,41.25862462,37.31864632,46.6740872,57.03725571,37.15528075
1.102496805,6.113322005,3.620794066,2.088098797,2.250470434,3.554156792,0.952532392,6.810418592,0
6.61498083,8.558650807,1.206931355,4.176197593,0.750156811,1.777078396,6.667726743,0.851302324,1.032091132
0,0,0,0,0,0,0,0,0
1.102496805,7.335986406,0,3.132148195,8.251724924,9.773931179,3.810129568,6.810418592,3.096273396
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1563.340469,1714.17549,1663.151408,1901.213954,1360.034299,1621.584036,1605.01708,1546.816323,1711.207097
0,0,0,0,0,0,0,0,0
34.17740095,47.68391164,50.69111692,56.37866751,25.50533158,39.09572472,42.86395764,24.6877674,51.6045566
1.102496805,0,0,0,0.750156811,0.888539198,0,0,0
137.8121006,91.69983008,120.6931355,111.7132856,99.7708559,116.3986349,90.49057723,89.38674402,91.85611075
0,0,0,0,0,0,0,0.851302324,2.064182264
0,0,0,0,0,0,0,0,0
538.0184408,591.7695701,566.0508056,534.553292,519.1085134,574.8848612,488.6491171,638.476743,519.1418394
220.499361,278.7674834,263.1110355,233.8670652,239.3000228,226.5774955,232.4179036,282.6323716,312.723613
0,3.667993203,0,0,0,0,0,5.107813944,3.096273396
24.25492971,44.01591844,25.34555846,17.74883977,26.25548839,28.43325434,35.2436985,41.71381388,46.44410094
0,0,0,0,0,0,3.810129568,0,1.032091132
2964.613908,3231.502012,2983.53431,3387.940298,3003.627872,2973.052157,2907.12886,3105.550878,3289.274438
0,0,0,0,0.750156811,0,4.76266196,5.959116268,0
0,0,0,0,0,0,0,0,0
0,0,0,1.044049398,0,0,1.905064784,0.851302324,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,1.206931355,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
143.3245846,156.5010433,175.0050465,127.3740266,177.7871643,171.4880652,157.1678447,166.8552555,144.4927585
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.888539198,0,0,0
0,0,0,3.132148195,0.750156811,0,0,0,0
1.102496805,1.222664401,0,0,0,0,0,0,0
905.1498768,888.8770196,899.1638597,989.7588296,836.4248446,891.2048157,880.1399301,824.0606496,857.6677307
1.102496805,1.222664401,0,1.044049398,0,5.331235188,0,3.405209296,1.032091132
2888.541629,3378.22174,3136.814592,3537.239362,2665.30715,3180.08179,2895.698471,2666.278879,2867.149165
0,0,0,0,0,0,1.905064784,0,0
5.512484025,3.667993203,6.034656776,12.52859278,3.750784056,1.777078396,0,9.364325564,5.16045566
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,1.206931355,0,0.750156811,0,0,0,0
0,0,0,0,0,0,0,0,0
82.68726037,101.4811453,100.1753025,74.12750728,97.52038546,103.9590862,122.8766786,118.331023,87.72774622
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.952532392,0,0
0,0,0,1.044049398,0.750156811,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
100.3272092,102.7038097,100.1753025,160.7836073,140.2793237,176.8193004,151.4526503,169.4091625,199.1935885
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
2.20499361,4.890657604,2.413862711,6.26429639,15.00313623,2.665617594,14.28798588,8.51302324,5.16045566
1031.937009,1097.952632,1045.202554,1173.511524,1000.709186,1016.488843,822.0354542,982.4028819,1057.89341
0,0,0,0,0,0,3.810129568,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.888539198,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,5.16045566
0,0,0,0,0,0,0,0,2.064182264
1.102496805,0,0,0,1.500313623,0,0,1.702604648,0
0,0,0,0,0,0,0,2.553906972,0
0,0,0,0,0,0,0,0,0
0,0,0,1.044049398,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,1.044049398,0.750156811,0,0,0,0
2.20499361,0,0,1.044049398,0,1.777078396,6.667726743,4.25651162,0
0,0,0,0,3.000627245,6.219774387,0,6.810418592,0
0,2.445328802,1.206931355,2.088098797,1.500313623,0,0,5.959116268,0
3.307490415,3.667993203,7.241588132,0,1.500313623,3.554156792,5.715194352,0,0
2.20499361,0,0,0,0.750156811,4.44269599,1.905064784,0,4.128364528
0,0,1.206931355,3.132148195,2.250470434,3.554156792,3.810129568,0.851302324,0
0,0,1.206931355,6.26429639,0.750156811,0,0.952532392,0.851302324,0
317.5190798,375.3579711,323.4576032,338.2720051,270.0564521,342.0875913,220.0349825,371.1678133,378.7774454
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
2.20499361,0,0,0,5.251097679,0.888539198,0,0.851302324,1.032091132
1332.918637,1699.503517,1686.083103,1689.271927,1440.301078,1550.500901,1487.855596,1687.281206,1870.149131
16.53745207,6.113322005,7.241588132,5.220246992,9.001881735,4.44269599,17.14558305,17.02604648,5.16045566
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
3.307490415,6.113322005,4.827725421,2.088098797,18.00376347,5.331235188,4.76266196,2.553906972,8.256729056
185.2194632,234.751565,205.1783304,210.8979785,212.2943776,186.5932316,182.8862193,200.9073485,279.6966968
33.07490415,26.89861682,41.03566608,61.5989145,45.75956549,36.43010712,38.10129568,49.37553479,51.6045566
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1163.134129,1188.429798,1156.240238,1286.268859,1117.733649,1132.887478,1223.051591,1142.447719,1179.680164
2.20499361,3.667993203,4.827725421,16.70479037,0.750156811,4.44269599,1.905064784,0.851302324,7.224637924
284.4441757,227.4155786,342.7685049,238.0432628,222.7965729,304.7689449,239.0856304,295.4019064,241.5093249
0,0,0,0,0.750156811,0,0,0,0
0,0,0,3.132148195,0,0,0,0,0
2.20499361,1.222664401,4.827725421,0,3.000627245,0.888539198,1.905064784,7.661720916,0
1.102496805,1.222664401,1.206931355,11.48454338,0.750156811,0,0.952532392,0.851302324,0
15.43495527,24.45328802,19.31090168,18.79288917,18.75392028,27.54471514,29.52850415,17.02604648,36.12318962
0,0,0,0,0,0,0,0,0
78.27727315,132.0477553,112.244616,81.43585307,60.76270171,78.19144943,59.0570083,90.23804634,74.3105615
0,0,1.206931355,0,0,0,0,0,0
14.33245846,18.33996602,18.10397033,4.176197593,9.752038546,10.66247038,35.2436985,40.86251155,11.35300245
1574.365437,1431.740014,1645.047437,1647.509951,1555.07507,1659.791222,1550.722734,1571.50409,1589.420343
1.102496805,0,1.206931355,2.088098797,0.750156811,1.777078396,0.952532392,0,0
0,3.667993203,0,7.308345788,0,0,0,0.851302324,3.096273396
680.2405286,512.296384,625.190442,555.4342799,774.1618292,607.7608115,653.4372209,635.0715337,553.2008467
0,0,0,0,0,0,0,0,0
173.0919984,162.6143653,156.9010762,190.0169905,204.0426527,207.0296332,150.5001179,141.3161858,184.7443126
1.102496805,1.222664401,4.827725421,0,0,2.665617594,4.76266196,11.91823254,2.064182264
1.102496805,1.222664401,0,1.044049398,2.250470434,0.888539198,0,6.810418592,0
1.102496805,1.222664401,0,0,1.500313623,0,0,0,0
2.20499361,2.445328802,2.413862711,4.176197593,1.500313623,1.777078396,0,0,0
3.307490415,7.335986406,1.206931355,2.088098797,6.751411301,2.665617594,0,1.702604648,0
0,0,0,0,0,0,0,0,0
50.71485303,51.35190484,71.20894996,75.17155668,61.51285852,61.30920467,63.81967026,62.14506965,83.59938169
1.102496805,2.445328802,0,0,4.500940868,0,0,1.702604648,0
856.6400174,913.3303076,919.6816927,882.2217416,792.9157495,936.5203148,922.0513554,853.0049287,822.5766322
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
8.819974439,11.00397961,13.27624491,4.176197593,8.251724924,7.108313585,10.47785631,0,1.032091132
0,0,0,3.132148195,0.750156811,0,0,0,0
9.922471244,14.67197281,8.448519487,29.23338315,12.75266579,7.996852783,19.05064784,12.76953486,17.54554924
26.45992332,47.68391164,43.44952879,22.96908676,13.5028226,45.3154991,26.67090697,29.79558134,37.15528075
0,0,0,0,0,0,0,0,1.032091132
141.119591,160.1690365,133.9693804,104.4049398,83.26740605,95.96223339,78.10765614,87.68413937,124.883027
0,0,0,0,0,0,0,0,0
1047.371965,1116.292598,1089.859014,1123.397153,1166.493842,1090.237596,1058.263487,1003.68544,1206.514533
12.12746485,25.67595242,3.620794066,10.44049398,15.75329304,14.21662717,22.86077741,18.72865113,20.64182264
0,0,0,0,0,0,0,0,0
31.97240734,33.01193883,16.89703897,40.71792654,26.25548839,24.87909755,20.00318023,30.64688366,29.93064283
1.102496805,0,3.620794066,0,1.500313623,0,0.952532392,2.553906972,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,1.500313623,0,0,0,0
1.102496805,4.890657604,3.620794066,3.132148195,1.500313623,3.554156792,0,1.702604648,0
0,0,0,0,0,0,0,0,0
461.9461613,509.8510552,512.945826,623.2974908,534.8618064,558.8911556,461.0256777,558.4543245,552.1687556
1612.952826,1632.256975,1572.631556,1488.814442,1975.913041,1682.004702,1594.539224,1502.548602,1782.421385
705.5979551,721.3719966,661.3983827,723.5262331,609.1273307,786.3571903,593.4276802,650.3949755,639.8965018
3.307490415,3.667993203,4.827725421,1.044049398,2.250470434,0,0.952532392,5.107813944,0
0,2.445328802,0,0,0,0,0,0,0
3.307490415,14.67197281,14.48317626,12.52859278,12.75266579,3.554156792,7.620259135,20.43125578,23.73809604
577.7083258,630.8948309,617.9488539,569.0069221,624.130467,676.1783297,645.8169617,569.5212548,658.4741422
9.922471244,4.890657604,7.241588132,8.352395187,10.50219536,4.44269599,14.28798588,14.47213951,20.64182264
233.7293226,206.6302838,214.8337812,215.0741761,193.5404573,171.4880652,216.224853,183.881302,242.541416
36.38239456,19.56263042,4.827725421,20.88098797,29.25611564,37.31864632,46.6740872,17.02604648,31.99482509
7.717477634,6.113322005,3.620794066,19.83693857,4.500940868,2.665617594,1.905064784,0.851302324,4.128364528
7.717477634,2.445328802,2.413862711,2.088098797,11.25235217,2.665617594,16.19305066,5.107813944,2.064182264
20.94743929,31.78927443,39.82873472,21.92503737,26.25548839,41.76134231,66.67726743,24.6877674,40.25155415
27.56242012,64.80121325,59.13963641,25.05718556,45.75956549,41.76134231,55.24687873,40.01120923,67.08592358
25.35742651,30.56661003,38.62180337,17.74883977,30.00627245,28.43325434,33.33863372,18.72865113,36.12318962
58.43233066,41.57058964,48.27725421,31.32148195,81.76709243,43.53842071,57.15194352,39.1599069,17.54554924
12.12746485,15.89463721,15.69010762,15.66074098,15.75329304,21.32494075,18.09811545,13.62083718,45.41200981
26.45992332,31.78927443,43.44952879,33.40958075,19.50407709,28.43325434,51.43674916,33.20079064,33.02691622
1478.448215,1333.926862,1384.350265,1274.784315,1564.827108,1376.347218,1386.887163,1558.734555,1549.168789
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
507.1485303,533.0816789,522.6012768,468.7781799,510.8567885,496.6934117,526.7504127,476.7293014,452.0559158
3.307490415,4.890657604,4.827725421,8.352395187,30.75642926,7.996852783,28.57597176,15.32344183,16.51345811
0,0,0,0,0,0,0,0,0
3745.181646,3106.790243,3453.030608,3148.852985,3706.524804,3533.720391,3362.439344,3548.228086,3202.578783
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1.102496805,2.445328802,8.448519487,0,0,4.44269599,1.905064784,0,0
1790.454811,1687.276873,1496.594881,1554.589554,1987.91555,1736.205593,1605.969613,1669.403857,1546.072516
300.9816277,284.8808054,219.6615067,167.0479037,337.5705651,270.1159162,298.1426387,315.8331622,255.9586007
1883.064543,1719.066148,1893.675296,1786.368521,1912.899869,1851.715689,1837.434984,1809.017439,1653.409993
44.0998722,28.12128122,43.44952879,30.27743255,41.25862462,34.65302873,20.95571262,36.60599993,47.47619207
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
19.84494249,35.45726763,22.93169575,11.48454338,12.75266579,21.32494075,28.57597176,35.75469761,30.96273396
1848.887142,1682.386216,1827.294072,1810.381657,1901.647517,1860.601081,1898.397057,1881.378136,1834.025942
3608.472042,3394.116377,3735.452545,3813.912452,3569.996265,3482.185117,3068.106834,3036.59539,3246.958701
0,0,0,0,0,0,0,0,0
1793.762302,1538.111817,1682.462309,1525.356171,1633.841535,1744.202446,1706.938046,1880.526834,1730.816828
2017.569153,1820.547293,2028.851608,1791.588768,2050.928722,1970.779941,1976.504713,1912.876322,1703.982459
0,0,0,1.044049398,0,0.888539198,0,0,0
19094.14216,17142.97757,16792.03595,18756.34744,20976.63491,17491.78265,16329.26279,16671.05341,17220.44054
2545.665123,2733.877601,2625.075698,2849.210808,2799.58522,2536.779411,2485.157011,2729.275251,2938.363453
6.61498083,9.781315208,2.413862711,3.132148195,5.251097679,14.21662717,20.95571262,8.51302324,7.224637924
2525.82018,2757.108224,2824.219371,2847.122709,2549.032845,2606.974007,2652.802712,2290.854554,2385.162606
0,0,0,0,0,0,0,0,0
3.307490415,0,2.413862711,1.044049398,1.500313623,0,0.952532392,0,0
0,0,0,0,0.750156811,0,0,0,0
0,0,1.206931355,0,0.750156811,0,0,0,0
6.61498083,15.89463721,0,3.132148195,3.000627245,7.996852783,16.19305066,4.25651162,4.128364528
1169.74911,1044.155398,1117.618435,947.9968537,1336.029281,1247.509034,1183.045231,1174.797207,1147.685339
538.0184408,618.6681869,616.7419226,576.3152679,636.1329759,637.9711442,601.0479393,546.536092,462.3768271
56.22733705,47.68391164,30.17328388,40.71792654,54.76144722,39.98426391,43.81649003,68.10418592,30.96273396
2081.513968,2003.946953,1882.812914,2041.116574,2242.218709,2297.762366,1924.115432,2118.040182,1922.785779
4.40998722,0,2.413862711,5.220246992,3.000627245,5.331235188,3.810129568,0,2.064182264
9.922471244,11.00397961,13.27624491,10.44049398,19.50407709,10.66247038,3.810129568,4.25651162,23.73809604
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1421.118382,1344.930841,1511.078057,1439.74412,1523.568484,1505.185402,1604.064548,1471.050416,1269.472092
698.9829743,777.6145591,762.7806165,769.4644066,646.6351713,633.5284482,700.1113081,587.3986036,769.9399845
42.99737539,40.34792523,36.20794066,31.32148195,32.25674288,30.21033273,49.53168438,78.31981381,74.3105615
0,0,0,0,0,0,0,0,0
62.84231788,45.23858284,39.82873472,21.92503737,49.51034954,55.97796948,36.19623089,71.50939522,49.54037433
0,0,1.206931355,0,0,2.665617594,0.952532392,3.405209296,0
0,2.445328802,0,0,0.750156811,0,1.905064784,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1.102496805,3.667993203,0,1.044049398,0.750156811,0,0.952532392,6.810418592,5.16045566
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,2.413862711,0,0,0.888539198,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
338.4665191,322.7834019,278.8011431,364.37324,300.0627245,391.8457864,373.3926976,390.7477667,395.2909035
0,1.222664401,0,0,0,0,0,2.553906972,0
0,0,0,0,0,0,0,0,0
512.6610143,575.8749329,550.360698,455.2055377,480.1003592,422.0561191,470.5510016,490.3501386,448.9596424
0,0,0,0,0,0,0,0,0
4.40998722,8.558650807,24.13862711,0,12.00250898,15.10516637,8.572791527,13.62083718,10.32091132
0,0,0,0,0,0,0,0,0
78.27727315,107.5944673,115.8654101,103.3608904,95.26991503,111.955939,86.68044767,102.1562789,111.4658423
3.307490415,3.667993203,0,4.176197593,1.500313623,1.777078396,1.905064784,0,0
